index,origin,ea,size,h4,h8,h16,h32,h64
20.0,16.0,7747.867146926431,1516296.0,3.9618006555504977,5.806771966394255,7.493446530454747,9.1170874157015,10.79151058264704
21.0,16.0,652.9468340750396,1117575.0,3.646939059023656,5.270456568123414,6.864677225350777,8.432991701068694,10.043928607103174
22.0,16.0,2584.7248815853754,678022.0,3.759162904841162,5.212037198125649,6.755323047494027,8.433192883063025,10.006771211500286
23.0,16.0,1770.8182776820722,1764594.0,3.932288970416068,5.85209928777033,7.712076513905016,9.499164878799393,11.09542716944594
24.0,16.0,1969.2984769197813,1526985.0,3.967157847749396,5.891886353993529,7.729920558347427,9.316244972222156,10.815813483406354
25.0,16.0,1681.812850857152,307258.0,3.9620759588740064,5.711239890030157,6.82025036860453,8.555927544338115,10.383720284410032
26.0,25.0,1296.77764034579,1136316.0,3.917054852069191,5.250534872959442,6.854293349170513,8.353261519150415,9.9326693346997
27.0,25.0,909.3106566693584,1138403.0,3.986815402245705,5.824264874142159,7.174727104078353,8.884687325427894,10.61966108644513
28.0,25.0,227.9165044332074,371546.0,3.8260338011070942,5.307450329084632,6.9940495074233455,8.809321843772885,10.661438823700584
29.0,25.0,1862.8851392264232,839678.0,3.362602390600364,4.985422569190838,6.581199792595584,8.320291651934955,10.016805603265396
